 Date,KO Price Target,KO Price Target - High,KO Price Target - Low,KO Price Target - StdDev,KO Price Target - Median,KO Open,KO Low,KO High,KO Close,KO Adj. Close,KO Rating,KO Price Target - #,Ticker
02-05-2013,41.28125,46.0,37.0,2.20772,41.0,27.419555568228,27.419555568228,27.857567638008,38.14,27.842967235682,3.86364,16,KO
02-06-2013,41.28125,46.0,37.0,2.20772,41.0,27.835667034519,27.7407644194,28.054673069409,38.31,27.967070655453,3.86364,16,KO
02-07-2013,41.28125,46.0,37.0,2.20772,41.0,28.047372868246,27.996271460105,28.514585742678,38.91,28.405082725233,3.86364,16,KO
02-08-2013,41.28125,46.0,37.0,2.20772,41.0,28.361281518255,28.17877648918,28.426983328721995,38.77,28.302879908951,3.86364,16,KO
02-11-2013,41.28125,46.0,37.0,2.20772,41.0,28.259078701973,28.040072667082995,28.346681115929,38.61,28.186076690343,3.86364,16,KO
02-12-2013,41.36667,46.0,38.0,2.03688,41.0,27.821066632193,27.215149935664,27.857567638008,37.56,27.419555568228,3.86364,15,KO
02-13-2013,41.40625,45.0,38.0,1.88098,41.0,27.499857781021,27.018044504263,27.696963212422,37.21,27.164048527523,3.86364,16,KO
02-14-2013,41.53125,45.0,38.0,1.84957,41.5,27.185949131012,26.79173826821,27.383054562413,36.84,26.893941084492003,3.86364,16,KO
02-15-2013,41.53125,45.0,38.0,1.84957,41.5,26.966943096122,26.674935049602,27.317352751946,37.42,27.317352751946,3.86364,16,KO
02-19-2013,41.53125,45.0,38.0,1.84957,41.5,27.383054562413,27.346553556598,27.572859792651,37.67,27.499857781021,3.86364,16,KO
02-20-2013,41.53125,45.0,38.0,1.84957,41.5,27.52175838451,27.313191637283087,27.656812106025495,37.73,27.543658987998995,3.86364,16,KO
02-21-2013,41.36941,45.0,38.0,1.90755,41.0,27.463356775206,27.324652953109,27.58738719296537,37.71,27.529058585673,3.82609,17,KO
02-22-2013,41.36941,45.0,38.0,1.90755,41.0,27.565559591488,27.529058585673,28.120374879876,38.52,28.120374879876,3.82609,17,KO
02-25-2013,41.36941,45.0,38.0,1.90755,41.0,28.149575684528,27.536358786836,28.266378903136,37.72,27.536358786836,3.82609,17,KO
02-26-2013,41.36941,45.0,38.0,1.90755,41.0,27.704263413585,27.576509893232497,27.879468241497,38.11,27.821066632193,3.82609,17,KO
02-27-2013,41.39882,45.0,38.0,1.89774,41.0,27.762665022889,27.682362810096,28.134975282202,38.45,28.069273471735,3.82609,17,KO
02-28-2013,41.39882,45.0,38.0,1.89774,41.0,28.083873874061,28.047372868246,28.448883932211,38.72,28.266378903136,3.82609,17,KO
03-01-2013,41.39882,45.0,38.0,1.89774,41.0,28.098474276387,28.098474276387,28.317480311277,38.7,28.25177850081,3.82609,17,KO
03-04-2013,41.39882,45.0,38.0,1.89774,41.0,28.17877648918,28.069273471735,28.339380914766,38.82,28.339380914766,3.82609,17,KO
03-05-2013,41.39882,45.0,38.0,1.89774,41.0,28.456184133373995,28.1459255839465,28.4707845357,38.68,28.237178098484,3.82609,17,KO
03-06-2013,41.39882,45.0,38.0,1.89774,41.0,28.32478051244,28.25177850081,28.499985340352,39.02,28.485384938026,3.82609,17,KO
03-07-2013,41.39882,45.0,38.0,1.89774,41.0,28.499985340352,28.353981317092,28.609488357797,39.12,28.558386949656,3.82609,17,KO
03-08-2013,41.39882,45.0,38.0,1.89774,41.0,28.594887955471,28.492685139189,28.7737428839645,39.22,28.631388961286,3.82609,17,KO
03-11-2013,41.39882,45.0,38.0,1.89774,41.0,28.61678855896,28.602188156634,28.748192179894,39.31,28.697090771753,3.82609,17,KO
03-12-2013,41.39882,45.0,38.0,1.89774,41.0,28.675190168264,28.32478051244,28.697090771753,38.96,28.441583731048,3.82609,17,KO
03-13-2013,41.39882,45.0,38.0,1.89774,41.0,28.544526384894,28.345994130285,28.581291617228995,38.59,28.375406316153,3.82609,17,KO
03-14-2013,41.57529,45.0,38.0,1.89895,42.0,28.544526384894,28.426877641422,28.765117778904,39.02,28.691587314234,3.91304,17,KO
03-15-2013,41.57529,45.0,38.0,1.89895,42.0,28.544526384894,28.426877641422,28.632762942498,38.83,28.551879431361,3.91304,17,KO
03-18-2013,41.57529,45.0,38.0,1.89895,42.0,28.390112409087,28.360700223219,28.632762942498,38.76,28.500408106092,3.91304,17,KO
03-19-2013,41.57529,45.0,38.0,1.89895,42.0,28.618056849564,28.544526384894,28.97100307998,39.33,28.919531754710995,3.91304,17,KO
03-20-2013,41.79875,45.0,38.0,1.727,42.0,28.97100307998,28.941590894112,29.353361496264,39.87,29.316596263929,3.95455,16,KO
03-21-2013,41.79875,45.0,38.0,1.727,42.0,29.301890170995,29.235712752792,29.728366866081,40.07,29.463657193269,3.95455,16,KO
03-22-2013,41.79875,45.0,38.0,1.727,42.0,29.397479775066,29.331302356863,29.6143946458425,40.04,29.441598053868,3.95455,16,KO
03-25-2013,41.79875,45.0,38.0,1.727,42.0,29.493069379137,29.382773682132,29.596012029675,40.12,29.500422425604,3.95455,16,KO
03-26-2013,41.79875,45.0,38.0,1.727,42.0,29.507775472071,29.507775472071,29.92689912069,40.69,29.919546074223,3.95455,16,KO
03-27-2013,41.79875,45.0,38.0,1.727,42.0,29.743072959015,29.4577747560954,29.809250377218,40.22,29.573952890274,3.95455,16,KO
03-28-2013,41.79875,45.0,38.0,1.727,42.0,29.691601633746,29.426891960934,29.85336865602,40.44,29.735719912548,3.95455,16,KO
04-01-2013,41.79875,45.0,38.0,1.727,42.0,29.698954680213,29.537187657939,29.772411614418328,40.45,29.743072959015,3.95455,16,KO
04-02-2013,41.79875,45.0,38.0,1.727,42.0,29.728366866081,29.721013819614,30.07396005003,40.72,29.941605213624,3.95455,16,KO
04-03-2013,41.98625,46.0,38.0,1.99006,42.0,29.985723492426,29.471010239736,30.015135678294,40.17,29.537187657939,3.95455,16,KO
04-04-2013,41.98625,46.0,38.0,1.99006,42.0,29.610718122609,29.55924679734,29.846015609553,40.54,29.809250377218,3.95455,16,KO
04-05-2013,41.98625,46.0,38.0,1.99006,42.0,29.566599843807,29.419538914467,29.673219017578496,40.08,29.471010239736,3.95455,16,KO
04-08-2013,41.98625,46.0,38.0,1.99006,42.0,29.456304146802,29.243065799259,30.051900910629,40.86,30.044547864162,3.95455,16,KO
04-09-2013,42.17375,46.0,38.0,2.02925,42.0,30.007782631827,29.787191237817,30.243080118771,40.71,29.934252167157,3.95455,16,KO
04-10-2013,42.17375,46.0,38.0,2.02925,42.0,29.985723492426,29.934252167157,30.272492304639,41.07,30.198961839969,3.95455,16,KO
04-11-2013,42.18533,46.0,38.0,2.09528,42.0,30.243080118771,30.191608793502,30.448965419847,41.18,30.279845351106,3.90909,15,KO
04-12-2013,42.18533,46.0,38.0,2.09528,42.0,30.081313096496995,29.912193027756,30.228374025837,41.08,30.206314886436,3.90909,15,KO
04-15-2013,42.452,47.0,38.0,2.41252,42.0,30.037194817695,29.448951100334995,30.14329927821381,40.09,29.478363286203,3.90909,15,KO
04-16-2013,43.19857,48.0,38.78,2.42393,43.5,30.44161237338,30.331316676375,31.235741391816,42.37,31.154857880679,3.90909,14,KO
04-17-2013,44.652,50.0,38.78,3.20283,45.0,30.985737811938,30.904854300801,31.39750841409,42.55,31.287212717084994,3.90909,15,KO
04-18-2013,44.652,50.0,38.78,3.20283,45.0,31.235741391816,30.948972579603,31.360743181755,42.1,30.95632562607,3.90909,15,KO
04-19-2013,44.652,50.0,38.78,3.20283,45.0,31.088680462476,31.02985609074,31.448979739359,42.66,31.368096228221997,3.90909,15,KO
04-22-2013,44.652,50.0,38.78,3.20283,45.0,31.265153577684,31.17691702008,31.507804111095,42.72,31.412214507024,3.90909,15,KO
04-23-2013,44.652,50.0,38.78,3.20283,45.0,31.456332785826,31.0702978463085,31.588687622232,42.7,31.39750841409,3.90909,15,KO
04-24-2013,44.652,50.0,38.78,3.20283,45.0,31.353390135288,30.95632562607,31.54456934343,42.15,30.993090858405,3.90909,15,KO
04-25-2013,44.652,50.0,38.78,3.20283,45.0,31.073974369542,30.941619533135995,31.279859670618,42.35,31.140151787745,3.90909,15,KO
04-26-2013,44.652,50.0,38.78,3.20283,45.0,31.015149997806,30.948972579603,31.198976159481,42.1,30.95632562607,3.90909,15,KO
04-29-2013,44.652,50.0,38.78,3.20283,45.0,31.059268276608,30.823970789664,31.096033508943,42.24,31.059268276608,3.90909,15,KO
04-30-2013,44.652,50.0,38.78,3.20283,45.0,30.993090858405,30.794558603796,31.169563973613,42.33,31.125445694810995,3.90909,15,KO
05-01-2013,44.652,50.0,38.78,3.20283,45.0,30.993090858405,30.985590751008655,31.294565763552,42.21,31.037209137207,3.90909,15,KO
05-02-2013,44.652,50.0,38.78,3.20283,45.0,30.632791581522,30.507789791583,31.000443904872,41.96,30.853382975532,3.90909,15,KO
05-03-2013,44.652,50.0,38.78,3.20283,45.0,31.007796951339,30.853382975532,31.191623113014,42.24,31.059268276608,3.90909,15,KO
05-06-2013,44.652,50.0,38.78,3.20283,45.0,31.096033508943,30.787205557329,31.096033508943,42.08,30.941619533135995,3.90909,15,KO
05-07-2013,44.652,50.0,38.78,3.20283,45.0,31.037209137207,30.993090858405,31.404861460557,42.7,31.39750841409,3.90909,15,KO
05-08-2013,44.652,50.0,38.78,3.20283,45.0,31.279859670618,31.000443904872,31.382802321156,42.46,31.221035298882,3.90909,15,KO
05-09-2013,44.652,50.0,38.78,3.20283,45.0,31.257800531217,30.8827951614,31.294565763552,42.12,30.971031719004,3.90909,15,KO
05-10-2013,44.652,50.0,38.78,3.20283,45.0,30.963678672537,30.772499464395,31.059268276608,42.15,30.993090858405,3.90909,15,KO
05-13-2013,44.91867,50.0,38.78,3.05056,45.0,30.985737811938,30.8827951614,31.206329205947995,42.19,31.022503044273,3.90909,15,KO
05-14-2013,44.91867,50.0,38.78,3.05056,45.0,31.015149997806,30.890148207867,31.375449274689,42.52,31.265153577684,3.90909,15,KO
